date,well_id,basin,field,decline_type,oil_rate_bbl_day,water_cut_pct,wellhead_pressure_psi,cumulative_oil_bbl,anomaly_flag,year,month,quarter,production_month,oil_rate_bbl_month,wc_category,rolling_baseline_bbl_day,residual,zscore_flag,iqr_flag,anomaly_detected,anomaly_type,deviation_pct
2024-11-01,W-06,Gujarat,Ankleshwar,exponential,38.05,59.53,428.1,101211.0,0,2024,11,4,22,1142.0,High (50-75%),40.3,-2.25,False,False,False,Normal,-5.6
2024-12-01,W-06,Gujarat,Ankleshwar,exponential,31.08,57.63,400.0,102143.0,0,2024,12,4,23,932.0,High (50-75%),39.22,-8.14,False,False,False,Normal,-20.8
2023-01-01,W-07,Gujarat,Gandhar,hyperbolic,599.21,27.57,1085.2,17976.0,0,2023,1,1,0,17976.0,Medium (25-50%),599.21,0.0,False,False,False,Normal,0.0
2023-02-01,W-07,Gujarat,Gandhar,hyperbolic,504.44,25.58,1035.8,33110.0,0,2023,2,1,1,15133.0,Medium (25-50%),599.21,-94.77000000000004,False,False,False,Normal,-15.8
2023-03-01,W-07,Gujarat,Gandhar,hyperbolic,466.9,27.09,999.6,47117.0,0,2023,3,1,2,14007.0,Medium (25-50%),551.825,-84.92500000000007,False,False,False,Normal,-15.4
2023-04-01,W-07,Gujarat,Gandhar,hyperbolic,468.11,28.32,929.8,61160.0,0,2023,4,2,3,14043.0,Medium (25-50%),504.44,-36.329999999999984,False,False,False,Normal,-7.2
2023-05-01,W-07,Gujarat,Gandhar,hyperbolic,379.79,32.82,929.8,72554.0,0,2023,5,2,4,11394.0,Medium (25-50%),468.11,-88.32,False,False,False,Normal,-18.9
2023-06-01,W-07,Gujarat,Gandhar,hyperbolic,74.59,34.32,863.5,74791.0,1,2023,6,2,5,2238.0,Medium (25-50%),466.9,-392.30999999999995,True,False,True,Critical Drop,-84.0
2023-07-01,W-07,Gujarat,Gandhar,hyperbolic,312.88,36.61,832.3,84178.0,0,2023,7,3,6,9386.0,Medium (25-50%),379.79,-66.91000000000003,False,False,False,Normal,-17.6
2023-08-01,W-07,Gujarat,Gandhar,hyperbolic,302.77,37.33,815.3,93261.0,0,2023,8,3,7,9083.0,Medium (25-50%),312.88,-10.110000000000014,False,False,False,Normal,-3.2
2023-09-01,W-07,Gujarat,Gandhar,hyperbolic,262.83,33.52,742.2,101145.0,0,2023,9,3,8,7885.0,Medium (25-50%),302.77,-39.94,False,False,False,Normal,-13.2
2023-10-01,W-07,Gujarat,Gandhar,hyperbolic,286.63,38.82,760.4,109744.0,0,2023,10,4,9,8599.0,Medium (25-50%),302.77,-16.139999999999986,False,False,False,Normal,-5.3
2023-11-01,W-07,Gujarat,Gandhar,hyperbolic,257.63,37.62,706.2,117473.0,0,2023,11,4,10,7729.0,Medium (25-50%),286.63,-29.0,False,False,False,Normal,-10.1
2023-12-01,W-07,Gujarat,Gandhar,hyperbolic,224.26,40.18,674.4,124201.0,0,2023,12,4,11,6728.0,Medium (25-50%),262.83,-38.56999999999999,False,False,False,Normal,-14.7
2024-01-01,W-07,Gujarat,Gandhar,hyperbolic,219.01,43.03,638.9,130771.0,0,2024,1,1,12,6570.0,Medium (25-50%),257.63,-38.620000000000005,False,False,False,Normal,-15.0
2024-02-01,W-07,Gujarat,Gandhar,hyperbolic,210.49,45.83,603.6,137086.0,0,2024,2,1,13,6315.0,Medium (25-50%),224.26,-13.769999999999982,False,False,False,Normal,-6.1
2024-03-01,W-07,Gujarat,Gandhar,hyperbolic,197.85,43.85,616.1,143021.0,0,2024,3,1,14,5936.0,Medium (25-50%),219.01,-21.159999999999997,False,False,False,Normal,-9.7
2024-04-01,W-07,Gujarat,Gandhar,hyperbolic,182.31,42.46,581.2,148490.0,0,2024,4,2,15,5469.0,Medium (25-50%),210.49,-28.180000000000007,False,False,False,Normal,-13.4
2024-05-01,W-07,Gujarat,Gandhar,hyperbolic,166.42,48.94,538.0,153483.0,0,2024,5,2,16,4993.0,Medium (25-50%),197.85,-31.430000000000007,False,False,False,Normal,-15.9
2024-06-01,W-07,Gujarat,Gandhar,hyperbolic,148.3,55.34,516.1,157932.0,0,2024,6,2,17,4449.0,High (50-75%),182.31,-34.00999999999999,False,False,False,Normal,-18.7
2024-07-01,W-07,Gujarat,Gandhar,hyperbolic,137.4,51.12,509.5,162054.0,0,2024,7,3,18,4122.0,High (50-75%),166.42,-29.019999999999982,False,False,False,Normal,-17.4
2024-08-01,W-07,Gujarat,Gandhar,hyperbolic,136.88,53.09,509.5,166160.0,0,2024,8,3,19,4106.0,High (50-75%),148.3,-11.420000000000016,False,False,False,Normal,-7.7
2024-09-01,W-07,Gujarat,Gandhar,hyperbolic,122.7,58.04,471.1,169841.0,0,2024,9,3,20,3681.0,High (50-75%),137.4,-14.700000000000003,False,False,False,Normal,-10.7
2024-10-01,W-07,Gujarat,Gandhar,hyperbolic,125.91,57.13,433.8,173619.0,0,2024,10,4,21,3777.0,High (50-75%),136.88,-10.969999999999999,False,False,False,Normal,-8.0
2024-11-01,W-07,Gujarat,Gandhar,hyperbolic,130.24,57.85,434.7,177526.0,0,2024,11,4,22,3907.0,High (50-75%),125.91,4.3300000000000125,False,False,False,Normal,3.4
2024-12-01,W-07,Gujarat,Gandhar,hyperbolic,121.0,59.78,417.1,181156.0,0,2024,12,4,23,3630.0,High (50-75%),125.91,-4.909999999999997,False,False,False,Normal,-3.9
2023-01-01,W-08,Gujarat,Gandhar,exponential,465.31,24.3,1265.0,13959.0,0,2023,1,1,0,13959.0,Low (<25%),465.31,0.0,False,True,True,Normal,0.0
2023-02-01,W-08,Gujarat,Gandhar,exponential,368.39,26.26,1219.8,25011.0,0,2023,2,1,1,11052.0,Medium (25-50%),465.31,-96.92000000000002,False,False,False,Normal,-20.8
2023-03-01,W-08,Gujarat,Gandhar,exponential,313.34,30.07,1177.4,34411.0,0,2023,3,1,2,9400.0,Medium (25-50%),416.85,-103.51000000000005,False,False,False,Normal,-24.8
2023-04-01,W-08,Gujarat,Gandhar,exponential,296.19,28.29,1101.1,43296.0,0,2023,4,2,3,8886.0,Medium (25-50%),368.39,-72.19999999999999,False,False,False,Normal,-19.6
2023-05-01,W-08,Gujarat,Gandhar,exponential,232.59,32.36,1062.4,50274.0,0,2023,5,2,4,6978.0,Medium (25-50%),313.34,-80.74999999999997,False,False,False,Normal,-25.8
2023-06-01,W-08,Gujarat,Gandhar,exponential,201.41,34.12,1051.3,56316.0,0,2023,6,2,5,6042.0,Medium (25-50%),296.19,-94.78,False,False,False,Moderate Drop,-32.0
2023-07-01,W-08,Gujarat,Gandhar,exponential,165.78,38.63,1001.9,61290.0,0,2023,7,3,6,4973.0,Medium (25-50%),232.59,-66.81,False,False,False,Normal,-28.7
2023-08-01,W-08,Gujarat,Gandhar,exponential,151.86,35.04,957.4,65846.0,0,2023,8,3,7,4556.0,Medium (25-50%),201.41,-49.54999999999998,False,False,False,Normal,-24.6
2023-09-01,W-08,Gujarat,Gandhar,exponential,125.99,37.46,922.8,69625.0,0,2023,9,3,8,3780.0,Medium (25-50%),165.78,-39.790000000000006,False,False,False,Normal,-24.0
2023-10-01,W-08,Gujarat,Gandhar,exponential,120.46,38.63,891.6,73239.0,0,2023,10,4,9,3614.0,Medium (25-50%),151.86,-31.40000000000002,False,False,False,Normal,-20.7
2023-11-01,W-08,Gujarat,Gandhar,exponential,120.27,38.88,843.5,76847.0,0,2023,11,4,10,3608.0,Medium (25-50%),125.99,-5.719999999999999,False,False,False,Normal,-4.5
2023-12-01,W-08,Gujarat,Gandhar,exponential,91.11,47.47,806.5,79581.0,0,2023,12,4,11,2733.0,Medium (25-50%),120.46,-29.349999999999994,False,False,False,Normal,-24.4
2024-01-01,W-08,Gujarat,Gandhar,exponential,89.48,43.18,789.1,82265.0,0,2024,1,1,12,2684.0,Medium (25-50%),120.27,-30.789999999999992,False,False,False,Normal,-25.6
2024-02-01,W-08,Gujarat,Gandhar,exponential,62.01,45.76,740.6,84125.0,0,2024,2,1,13,1860.0,Medium (25-50%),91.11,-29.1,False,False,False,Moderate Drop,-31.9
2024-03-01,W-08,Gujarat,Gandhar,exponential,57.36,51.74,731.8,85846.0,0,2024,3,1,14,1721.0,High (50-75%),89.48,-32.120000000000005,False,False,False,Moderate Drop,-35.9
2024-04-01,W-08,Gujarat,Gandhar,exponential,52.08,47.33,731.8,87409.0,0,2024,4,2,15,1562.0,Medium (25-50%),62.01,-9.93,False,False,False,Normal,-16.0
2024-05-01,W-08,Gujarat,Gandhar,exponential,46.5,54.07,685.3,88803.0,0,2024,5,2,16,1395.0,High (50-75%),57.36,-10.86,False,False,False,Normal,-18.9
2024-06-01,W-08,Gujarat,Gandhar,exponential,36.91,51.45,650.7,89911.0,0,2024,6,2,17,1107.0,High (50-75%),52.08,-15.170000000000002,False,False,False,Normal,-29.1
2024-07-01,W-08,Gujarat,Gandhar,exponential,31.63,51.45,622.2,90859.0,0,2024,7,3,18,949.0,High (50-75%),46.5,-14.870000000000001,False,False,False,Moderate Drop,-32.0
2024-08-01,W-08,Gujarat,Gandhar,exponential,26.97,53.38,608.9,91668.0,0,2024,8,3,19,809.0,High (50-75%),36.91,-9.939999999999998,False,False,False,Normal,-26.9
2024-09-01,W-08,Gujarat,Gandhar,exponential,24.3,55.94,595.8,92398.0,0,2024,9,3,20,729.0,High (50-75%),31.63,-7.329999999999998,False,False,False,Normal,-23.2
2024-10-01,W-08,Gujarat,Gandhar,exponential,22.38,60.08,563.7,93069.0,0,2024,10,4,21,671.0,High (50-75%),26.97,-4.59,False,False,False,Normal,-17.0
2024-11-01,W-08,Gujarat,Gandhar,exponential,20.62,64.83,499.3,93687.0,0,2024,11,4,22,619.0,High (50-75%),24.3,-3.6799999999999997,False,False,False,Normal,-15.1
2024-12-01,W-08,Gujarat,Gandhar,exponential,17.73,64.55,487.1,94219.0,0,2024,12,4,23,532.0,High (50-75%),22.38,-4.649999999999999,False,False,False,Normal,-20.8
2023-01-01,W-09,Andhra,KG_Offshore,hyperbolic,331.79,13.64,1223.8,9954.0,0,2023,1,1,0,9954.0,Low (<25%),331.79,0.0,False,False,False,Normal,0.0
2023-02-01,W-09,Andhra,KG_Offshore,hyperbolic,303.09,13.64,1204.4,19046.0,0,2023,2,1,1,9093.0,Low (<25%),331.79,-28.700000000000045,False,False,False,Normal,-8.7
2023-03-01,W-09,Andhra,KG_Offshore,hyperbolic,258.65,15.65,1171.3,26806.0,0,2023,3,1,2,7759.0,Low (<25%),317.44,-58.79000000000002,False,False,False,Normal,-18.5
2023-04-01,W-09,Andhra,KG_Offshore,hyperbolic,252.38,15.7,1086.8,34377.0,0,2023,4,2,3,7571.0,Low (<25%),303.09,-50.70999999999998,False,False,False,Normal,-16.7
2023-05-01,W-09,Andhra,KG_Offshore,hyperbolic,256.75,19.77,1042.7,42080.0,0,2023,5,2,4,7702.0,Low (<25%),258.65,-1.8999999999999773,False,False,False,Normal,-0.7
2023-06-01,W-09,Andhra,KG_Offshore,hyperbolic,198.52,18.72,1030.1,48035.0,0,2023,6,2,5,5956.0,Low (<25%),256.75,-58.22999999999999,False,False,False,Normal,-22.7
2023-07-01,W-09,Andhra,KG_Offshore,hyperbolic,206.74,18.72,992.4,54237.0,0,2023,7,3,6,6202.0,Low (<25%),252.38,-45.639999999999986,False,False,False,Normal,-18.1
2023-08-01,W-09,Andhra,KG_Offshore,hyperbolic,191.1,23.41,922.9,59970.0,0,2023,8,3,7,5733.0,Low (<25%),206.74,-15.640000000000015,False,False,False,Normal,-7.6
2023-09-01,W-09,Andhra,KG_Offshore,hyperbolic,182.78,20.21,888.0,65454.0,0,2023,9,3,8,5483.0,Low (<25%),198.52,-15.740000000000009,False,False,False,Normal,-7.9
2023-10-01,W-09,Andhra,KG_Offshore,hyperbolic,173.23,25.39,855.0,70651.0,0,2023,10,4,9,5197.0,Medium (25-50%),191.1,-17.870000000000005,False,False,False,Normal,-9.4
2023-11-01,W-09,Andhra,KG_Offshore,hyperbolic,177.82,23.68,805.3,75985.0,0,2023,11,4,10,5335.0,Low (<25%),182.78,-4.960000000000008,False,False,False,Normal,-2.7
2023-12-01,W-09,Andhra,KG_Offshore,hyperbolic,190.19,29.7,779.4,81691.0,0,2023,12,4,11,5706.0,Medium (25-50%),177.82,12.370000000000005,False,False,False,Normal,7.0
2024-01-01,W-09,Andhra,KG_Offshore,hyperbolic,172.13,28.0,747.0,86855.0,0,2024,1,1,12,5164.0,Medium (25-50%),177.82,-5.689999999999998,False,False,False,Normal,-3.2
2024-02-01,W-09,Andhra,KG_Offshore,hyperbolic,156.1,30.17,720.6,91538.0,0,2024,2,1,13,4683.0,Medium (25-50%),177.82,-21.72,False,False,False,Normal,-12.2
2024-03-01,W-09,Andhra,KG_Offshore,hyperbolic,143.99,32.1,702.9,95857.0,0,2024,3,1,14,4320.0,Medium (25-50%),172.13,-28.139999999999986,False,False,False,Normal,-16.3
2024-04-01,W-09,Andhra,KG_Offshore,hyperbolic,146.1,28.8,679.4,100240.0,0,2024,4,2,15,4383.0,Medium (25-50%),156.1,-10.0,False,False,False,Normal,-6.4
2024-05-01,W-09,Andhra,KG_Offshore,hyperbolic,136.39,32.73,672.6,104332.0,0,2024,5,2,16,4092.0,Medium (25-50%),146.1,-9.710000000000008,False,False,False,Normal,-6.6
2024-06-01,W-09,Andhra,KG_Offshore,hyperbolic,129.61,37.5,608.9,108220.0,0,2024,6,2,17,3888.0,Medium (25-50%),143.99,-14.379999999999995,False,False,False,Normal,-10.0
2024-07-01,W-09,Andhra,KG_Offshore,hyperbolic,111.37,38.52,614.2,111561.0,0,2024,7,3,18,3341.0,Medium (25-50%),136.39,-25.019999999999982,False,False,False,Normal,-18.3
2024-08-01,W-09,Andhra,KG_Offshore,hyperbolic,114.18,38.73,572.7,114987.0,0,2024,8,3,19,3425.0,Medium (25-50%),129.61,-15.430000000000007,False,False,False,Normal,-11.9
2024-09-01,W-09,Andhra,KG_Offshore,hyperbolic,117.59,36.84,552.6,118514.0,0,2024,9,3,20,3528.0,Medium (25-50%),114.18,3.4099999999999966,False,False,False,Normal,3.0
2024-10-01,W-09,Andhra,KG_Offshore,hyperbolic,120.45,42.09,541.8,122128.0,0,2024,10,4,21,3614.0,Medium (25-50%),114.18,6.269999999999996,False,False,False,Normal,5.5
2024-11-01,W-09,Andhra,KG_Offshore,hyperbolic,117.01,43.72,494.0,125638.0,0,2024,11,4,22,3510.0,Medium (25-50%),117.59,-0.5799999999999983,False,False,False,Normal,-0.5
2024-12-01,W-09,Andhra,KG_Offshore,hyperbolic,117.02,43.76,496.5,129149.0,0,2024,12,4,23,3511.0,Medium (25-50%),117.59,-0.5700000000000074,False,False,False,Normal,-0.5
2023-01-01,W-10,Andhra,KG_Offshore,exponential,323.74,12.48,1015.1,9712.0,0,2023,1,1,0,9712.0,Low (<25%),323.74,0.0,False,False,False,Normal,0.0
2023-02-01,W-10,Andhra,KG_Offshore,exponential,279.62,14.02,998.4,18101.0,0,2023,2,1,1,8389.0,Low (<25%),323.74,-44.120000000000005,False,False,False,Normal,-13.6
2023-03-01,W-10,Andhra,KG_Offshore,exponential,228.68,16.69,923.5,24961.0,0,2023,3,1,2,6860.0,Low (<25%),301.68,-73.0,False,False,False,Normal,-24.2
2023-04-01,W-10,Andhra,KG_Offshore,exponential,205.65,17.08,895.0,31130.0,0,2023,4,2,3,6170.0,Low (<25%),279.62,-73.97,False,False,False,Normal,-26.5
2023-05-01,W-10,Andhra,KG_Offshore,exponential,193.8,18.47,860.5,36944.0,0,2023,5,2,4,5814.0,Low (<25%),228.68,-34.879999999999995,False,False,False,Normal,-15.3
2023-06-01,W-10,Andhra,KG_Offshore,exponential,165.59,20.5,846.8,41912.0,0,2023,6,2,5,4968.0,Low (<25%),205.65,-40.06,False,False,False,Normal,-19.5
2023-07-01,W-10,Andhra,KG_Offshore,exponential,147.71,21.49,789.5,46343.0,0,2023,7,3,6,4431.0,Low (<25%),193.8,-46.09,False,False,False,Normal,-23.8
2023-08-01,W-10,Andhra,KG_Offshore,exponential,127.96,23.61,764.1,50182.0,0,2023,8,3,7,3839.0,Low (<25%),165.59,-37.63000000000001,False,False,False,Normal,-22.7
2023-09-01,W-10,Andhra,KG_Offshore,exponential,123.2,25.33,739.2,53878.0,0,2023,9,3,8,3696.0,Medium (25-50%),147.71,-24.510000000000005,False,False,False,Normal,-16.6
2023-10-01,W-10,Andhra,KG_Offshore,exponential,114.18,27.79,704.3,57304.0,0,2023,10,4,9,3425.0,Medium (25-50%),127.96,-13.779999999999987,False,False,False,Normal,-10.8
2023-11-01,W-10,Andhra,KG_Offshore,exponential,120.9,24.84,667.3,60931.0,0,2023,11,4,10,3627.0,Low (<25%),123.2,-2.299999999999997,False,False,False,Normal,-1.9
2023-12-01,W-10,Andhra,KG_Offshore,exponential,105.29,28.51,650.4,64089.0,0,2023,12,4,11,3159.0,Medium (25-50%),120.9,-15.61,False,False,False,Normal,-12.9
2024-01-01,W-10,Andhra,KG_Offshore,exponential,89.02,28.22,638.2,66760.0,0,2024,1,1,12,2671.0,Medium (25-50%),114.18,-25.16000000000001,False,False,False,Normal,-22.0
2024-02-01,W-10,Andhra,KG_Offshore,exponential,79.12,28.71,582.3,69134.0,0,2024,2,1,13,2374.0,Medium (25-50%),105.29,-26.17,False,False,False,Normal,-24.9
2024-03-01,W-10,Andhra,KG_Offshore,exponential,74.74,30.41,576.3,71376.0,0,2024,3,1,14,2242.0,Medium (25-50%),89.02,-14.280000000000001,False,False,False,Normal,-16.0
2024-04-01,W-10,Andhra,KG_Offshore,exponential,67.71,34.19,541.3,73407.0,0,2024,4,2,15,2031.0,Medium (25-50%),79.12,-11.41000000000001,False,False,False,Normal,-14.4
2024-05-01,W-10,Andhra,KG_Offshore,exponential,53.0,35.45,548.1,74997.0,0,2024,5,2,16,1590.0,Medium (25-50%),74.74,-21.739999999999995,False,False,False,Normal,-29.1
2024-06-01,W-10,Andhra,KG_Offshore,exponential,45.31,36.83,486.5,76357.0,0,2024,6,2,17,1359.0,Medium (25-50%),67.71,-22.39999999999999,False,False,False,Moderate Drop,-33.1
2024-07-01,W-10,Andhra,KG_Offshore,exponential,43.13,36.99,481.0,77651.0,0,2024,7,3,18,1294.0,Medium (25-50%),53.0,-9.869999999999997,False,False,False,Normal,-18.6
2024-08-01,W-10,Andhra,KG_Offshore,exponential,39.16,38.87,475.9,78825.0,0,2024,8,3,19,1175.0,Medium (25-50%),45.31,-6.150000000000006,False,False,False,Normal,-13.6
2024-09-01,W-10,Andhra,KG_Offshore,exponential,31.07,41.91,475.2,79758.0,0,2024,9,3,20,932.0,Medium (25-50%),43.13,-12.060000000000002,False,False,False,Normal,-28.0
2024-10-01,W-10,Andhra,KG_Offshore,exponential,34.47,38.71,433.1,80792.0,0,2024,10,4,21,1034.0,Medium (25-50%),39.16,-4.689999999999998,False,False,False,Normal,-12.0
2024-11-01,W-10,Andhra,KG_Offshore,exponential,35.86,43.15,408.7,81868.0,0,2024,11,4,22,1076.0,Medium (25-50%),34.47,1.3900000000000006,False,False,False,Normal,4.0
2024-12-01,W-10,Andhra,KG_Offshore,exponential,29.29,44.69,428.9,82746.0,0,2024,12,4,23,879.0,Medium (25-50%),34.47,-5.18,False,False,False,Normal,-15.0
2023-01-01,W-11,Andhra,Ravva,hyperbolic,495.88,10.73,991.4,14876.0,0,2023,1,1,0,14876.0,Low (<25%),495.88,0.0,False,False,False,Normal,0.0
2023-02-01,W-11,Andhra,Ravva,hyperbolic,453.98,15.41,962.8,28496.0,0,2023,2,1,1,13619.0,Low (<25%),495.88,-41.89999999999998,False,False,False,Normal,-8.4
2023-03-01,W-11,Andhra,Ravva,hyperbolic,428.74,14.28,956.0,41358.0,0,2023,3,1,2,12862.0,Low (<25%),474.93,-46.19,False,False,False,Normal,-9.7
2023-04-01,W-11,Andhra,Ravva,hyperbolic,631.45,16.19,902.2,60301.0,1,2023,4,2,3,18944.0,Low (<25%),453.98,177.47000000000003,True,True,True,Normal,39.1
2023-05-01,W-11,Andhra,Ravva,hyperbolic,342.03,17.31,849.1,70562.0,0,2023,5,2,4,10261.0,Low (<25%),453.98,-111.95000000000005,False,False,False,Normal,-24.7
2023-06-01,W-11,Andhra,Ravva,hyperbolic,277.04,17.7,832.6,78874.0,0,2023,6,2,5,8311.0,Low (<25%),428.74,-151.7,False,False,False,Moderate Drop,-35.4
2023-07-01,W-11,Andhra,Ravva,hyperbolic,244.81,25.44,812.7,86218.0,0,2023,7,3,6,7344.0,Medium (25-50%),342.03,-97.21999999999997,False,False,False,Normal,-28.4
2023-08-01,W-11,Andhra,Ravva,hyperbolic,253.58,20.91,774.5,93825.0,0,2023,8,3,7,7607.0,Low (<25%),277.04,-23.460000000000008,False,False,False,Normal,-8.5
2023-09-01,W-11,Andhra,Ravva,hyperbolic,237.5,25.37,731.7,100950.0,0,2023,9,3,8,7125.0,Medium (25-50%),253.58,-16.080000000000013,False,False,False,Normal,-6.3
2023-10-01,W-11,Andhra,Ravva,hyperbolic,218.24,22.55,692.5,107497.0,0,2023,10,4,9,6547.0,Low (<25%),244.81,-26.569999999999993,False,False,False,Normal,-10.9
2023-11-01,W-11,Andhra,Ravva,hyperbolic,216.75,26.9,685.1,114000.0,0,2023,11,4,10,6502.0,Medium (25-50%),237.5,-20.75,False,False,False,Normal,-8.7
2023-12-01,W-11,Andhra,Ravva,hyperbolic,201.0,28.52,654.1,120030.0,0,2023,12,4,11,6030.0,Medium (25-50%),218.24,-17.24000000000001,False,False,False,Normal,-7.9
2024-01-01,W-11,Andhra,Ravva,hyperbolic,196.83,28.93,636.2,125935.0,0,2024,1,1,12,5905.0,Medium (25-50%),216.75,-19.919999999999987,False,False,False,Normal,-9.2
2024-02-01,W-11,Andhra,Ravva,hyperbolic,166.59,29.26,607.9,130933.0,0,2024,2,1,13,4998.0,Medium (25-50%),201.0,-34.41,False,False,False,Normal,-17.1
2024-03-01,W-11,Andhra,Ravva,hyperbolic,167.64,31.29,590.6,135962.0,0,2024,3,1,14,5029.0,Medium (25-50%),196.83,-29.190000000000026,False,False,False,Normal,-14.8
2024-04-01,W-11,Andhra,Ravva,hyperbolic,157.57,32.42,544.3,140689.0,0,2024,4,2,15,4727.0,Medium (25-50%),167.64,-10.069999999999993,False,False,False,Normal,-6.0
2024-05-01,W-11,Andhra,Ravva,hyperbolic,138.34,39.45,550.4,144839.0,0,2024,5,2,16,4150.0,Medium (25-50%),166.59,-28.25,False,False,False,Normal,-17.0
2024-06-01,W-11,Andhra,Ravva,hyperbolic,120.84,36.01,512.8,148464.0,0,2024,6,2,17,3625.0,Medium (25-50%),157.57,-36.72999999999999,False,False,False,Normal,-23.3
2024-07-01,W-11,Andhra,Ravva,hyperbolic,125.66,38.52,521.0,152234.0,0,2024,7,3,18,3770.0,Medium (25-50%),138.34,-12.680000000000007,False,False,False,Normal,-9.2
2024-08-01,W-11,Andhra,Ravva,hyperbolic,112.21,42.45,460.3,155600.0,0,2024,8,3,19,3366.0,Medium (25-50%),125.66,-13.450000000000003,False,False,False,Normal,-10.7
2024-09-01,W-11,Andhra,Ravva,hyperbolic,103.41,38.55,478.3,158703.0,0,2024,9,3,20,3102.0,Medium (25-50%),120.84,-17.430000000000007,False,False,False,Normal,-14.4
2024-10-01,W-11,Andhra,Ravva,hyperbolic,103.95,41.79,437.5,161821.0,0,2024,10,4,21,3118.0,Medium (25-50%),112.21,-8.259999999999991,False,False,False,Normal,-7.4
2024-11-01,W-11,Andhra,Ravva,hyperbolic,103.23,42.6,407.7,164918.0,0,2024,11,4,22,3097.0,Medium (25-50%),103.95,-0.7199999999999989,False,False,False,Normal,-0.7
2024-12-01,W-11,Andhra,Ravva,hyperbolic,102.6,44.38,393.8,167996.0,0,2024,12,4,23,3078.0,Medium (25-50%),103.41,-0.8100000000000023,False,False,False,Normal,-0.8
2023-01-01,W-12,Andhra,Ravva,hyperbolic,419.68,13.61,977.2,12590.0,0,2023,1,1,0,12590.0,Low (<25%),419.68,0.0,False,False,False,Normal,0.0
2023-02-01,W-12,Andhra,Ravva,hyperbolic,377.52,11.48,929.2,23916.0,0,2023,2,1,1,11326.0,Low (<25%),419.68,-42.160000000000025,False,False,False,Normal,-10.0
2023-03-01,W-12,Andhra,Ravva,hyperbolic,396.08,18.17,903.0,35798.0,0,2023,3,1,2,11882.0,Low (<25%),398.6,-2.5200000000000387,False,False,False,Normal,-0.6
2023-04-01,W-12,Andhra,Ravva,hyperbolic,329.06,16.51,855.9,45670.0,0,2023,4,2,3,9872.0,Low (<25%),396.08,-67.01999999999998,False,False,False,Normal,-16.9
2023-05-01,W-12,Andhra,Ravva,hyperbolic,284.77,16.51,824.6,54213.0,0,2023,5,2,4,8543.0,Low (<25%),377.52,-92.75,True,False,True,Normal,-24.6
2023-06-01,W-12,Andhra,Ravva,hyperbolic,269.72,16.51,761.2,62305.0,0,2023,6,2,5,8092.0,Low (<25%),329.06,-59.339999999999975,False,False,False,Normal,-18.0
2023-07-01,W-12,Andhra,Ravva,hyperbolic,247.9,19.66,773.9,69742.0,0,2023,7,3,6,7437.0,Low (<25%),284.77,-36.869999999999976,False,False,False,Normal,-12.9
2023-08-01,W-12,Andhra,Ravva,hyperbolic,229.85,26.34,735.5,76637.0,0,2023,8,3,7,6896.0,Medium (25-50%),269.72,-39.87000000000003,False,False,False,Normal,-14.8
2023-09-01,W-12,Andhra,Ravva,hyperbolic,199.44,27.29,716.7,82620.0,0,2023,9,3,8,5983.0,Medium (25-50%),247.9,-48.46000000000001,False,False,False,Normal,-19.5
2023-10-01,W-12,Andhra,Ravva,hyperbolic,208.23,32.25,630.7,88867.0,0,2023,10,4,9,6247.0,Medium (25-50%),229.85,-21.620000000000005,False,False,False,Normal,-9.4
2023-11-01,W-12,Andhra,Ravva,hyperbolic,206.25,33.05,679.1,95055.0,0,2023,11,4,10,6188.0,Medium (25-50%),208.23,-1.9799999999999898,False,False,False,Normal,-1.0
2023-12-01,W-12,Andhra,Ravva,hyperbolic,219.73,30.95,620.3,101647.0,0,2023,12,4,11,6592.0,Medium (25-50%),206.25,13.47999999999999,False,False,False,Normal,6.5
2024-01-01,W-12,Andhra,Ravva,hyperbolic,179.06,34.03,614.6,107018.0,0,2024,1,1,12,5372.0,Medium (25-50%),208.23,-29.169999999999987,False,False,False,Normal,-14.0
2024-02-01,W-12,Andhra,Ravva,hyperbolic,168.86,38.72,558.9,112084.0,0,2024,2,1,13,5066.0,Medium (25-50%),206.25,-37.389999999999986,False,False,False,Normal,-18.1
2024-03-01,W-12,Andhra,Ravva,hyperbolic,169.99,41.35,561.2,117184.0,0,2024,3,1,14,5100.0,Medium (25-50%),179.06,-9.069999999999993,False,False,False,Normal,-5.1
2024-04-01,W-12,Andhra,Ravva,hyperbolic,147.36,44.08,514.5,121605.0,0,2024,4,2,15,4421.0,Medium (25-50%),169.99,-22.629999999999995,False,False,False,Normal,-13.3
2024-05-01,W-12,Andhra,Ravva,hyperbolic,150.23,46.04,500.2,126111.0,0,2024,5,2,16,4507.0,Medium (25-50%),168.86,-18.630000000000024,False,False,False,Normal,-11.0
2024-06-01,W-12,Andhra,Ravva,hyperbolic,126.94,45.4,518.3,129920.0,0,2024,6,2,17,3808.0,Medium (25-50%),150.23,-23.289999999999992,False,False,False,Normal,-15.5
2024-07-01,W-12,Andhra,Ravva,hyperbolic,120.15,48.28,467.5,133524.0,0,2024,7,3,18,3604.0,Medium (25-50%),147.36,-27.210000000000008,False,False,False,Normal,-18.5
2024-08-01,W-12,Andhra,Ravva,hyperbolic,113.53,52.13,455.2,136930.0,0,2024,8,3,19,3406.0,High (50-75%),126.94,-13.409999999999997,False,False,False,Normal,-10.6
